0,-806.5369321341036
1,-205.86906663146942
2,3668.6471267663865
3,40731.3509654652
4,46967.20244559855
5,52721.013810130156
6,30473.53310141871
7,35826.432711322646
8,60362.267122501624
9,53594.81571342999
10,45705.309206227306
11,73971.9382902914
12,70142.38419941127
13,68193.16510218731
14,60254.33423246124
15,55784.714239632325
16,48800.22787330645
17,63093.07384094879
18,34774.87149398763
19,38388.36708616331
20,40118.357273636626
21,33521.86758425683
22,30284.688590521553
23,44562.894657863166
24,43110.698487773814
25,55092.3636780722
26,58501.495506617604
27,67343.88271293588
28,100452.8940305243
29,45412.05132976547
30,102820.25898384767
31,60788.725470217876
32,102003.50718885647
33,91432.27675895736
34,187941.37223451503
35,98929.53404742193
36,186033.57567855637
37,218731.32063773772
38,189960.05924068575
39,129574.91617486834
40,180886.17246744854
41,109114.5298205587
42,155865.5080040123
43,119425.46083731265
44,73761.28334607322
45,90039.99209552999
46,128833.58689368732
47,178614.78852863453
48,158041.08914383547
49,121731.03235107477
50,147272.1629535471
51,150255.56718026847
52,238834.20752920644
53,158860.90474032576
54,187564.11293134047
55,204132.8213501724
56,86851.12197435144
57,100773.51148948279
58,313208.4468976517
59,109201.06425147067
60,162413.15283157636
61,233365.7254535742
62,345207.64655960014
63,179311.35716991447
64,185821.05724227475
65,124516.57877572837
66,183322.7075015024
67,235299.8703968195
68,242214.72399844584
69,216023.198558198
70,173220.8398643313
71,303846.83358946914
72,340025.1262471527
73,478362.8896339817
74,322463.86490694474
75,150758.00771883107
76,138223.64052586252
77,138128.52157138145
78,275010.642083698
79,161403.47983217475
80,203127.32902574397
81,239962.4117791106
82,177983.55141243793
83,219744.36997155048
84,155112.839328577
85,297592.477232898
86,217004.8163337978
87,208044.95066467056
88,168620.016854483
89,168293.90136337973
90,411956.7033951927
91,162774.54370976082
92,130897.8246569924
93,187631.2781878389
94,250850.5495669119
95,189696.84472567777
96,144836.45722793107
97,281765.33887207066
98,266653.1359911047
99,195285.27851871742
100,75709.82527170016
101,188033.60731734836
102,257362.81174356985
103,266058.09952480986
104,121599.8677844841
105,112408.73202698855
106,223095.4391063289
107,182105.42780582645
108,121060.4840964322
109,100352.63592143179
110,73295.59693985844
111,67550.15590229094
112,139858.5935117273
113,121489.79442766972
114,130453.86786197135
115,87550.468417857
116,112063.54818343905
117,98512.98139065226
118,168576.80385195586
119,132059.87143092114
120,176659.32563919478
121,98019.90404879788
122,101849.13093163341
123,193053.92145712816
124,183572.32065255224
125,196594.75635599962
126,147547.6658336454
127,220520.19597253678
128,96247.3575357976
129,165766.67979222236
130,181273.17918944525
131,240182.05583152326
132,123027.70585509817
133,123150.98096661535
134,197697.50547042955
135,162554.28833519772
136,63793.2472593507
137,74053.64036512826
138,115125.3543572357
139,156200.6582452365
140,190848.89981245287
141,92660.968582568
